symbol,name,description,market_cap_basic,close,change,volume,relative_volume_10d_calc,price_earnings_ttm,earnings_per_share_diluted_ttm,dividends_yield_current,sector.tr
DSEBD:GP,GP,GRAMEENPHONE LTD,426289741898.0,316.2,-0.09478672985782349,2626.0,0.015934959152255318,14.499598761893843,21.8075,10.4529616724739,Communications
DSEBD:SQURPHARMA,SQURPHARMA,SQUARE PHARMACEUTICALS PLC,203529152432.0,224.9,0.31222123104371863,18930.0,0.02690488122482729,8.482343223743019,26.5139,4.79094076655052,Health technology
DSEBD:BATBC,BATBC,BRITISH AMERICAN TOBACCO BANGLADESH CO LTD,160380000000.0,293.0,0.6526966678117407,6875.0,0.019133959424316963,9.557173425186578,30.6576,10.1010101010101,Consumer non-durables
DSEBD:ROBI,ROBI,ROBI AXIATA PLC,142471784465.0,27.2,1.4925373134328304,393204.0,0.08758076804701195,19.744483159117305,1.3776,5.51470588235294,Communications
DSEBD:BRACBANK,BRACBANK,BRAC BANK LTD,135781157180.99998,68.5,0.2928257686676469,42305.0,0.013018659165194523,9.630931458699473,7.1125,1.62919501466276,Finance
DSEBD:WALTONHIL,WALTONHIL,WALTON HI-TECH INDUSTRIES PLC ,135318095287.0,450.0,0.08896797153024405,101.0,0.004604324417963247,10.562091012364688,42.6052,7.83523617640475,Consumer durables
DSEBD:BEXIMCO,BEXIMCO,BEXIMCO LTD,103850264528.0,110.1,0.0,1.0,0.00922509225092251,,-4.1965,0.0,Process industries
DSEBD:MARICO,MARICO,MARICO BANGLADESH LTD,92339096924.0,2849.8,-0.010525946458009444,14.0,0.001421521840667709,15.199371075220302,187.4946,13.0995428805349,Consumer non-durables
DSEBD:UPGDCL,UPGDCL,UNITED POWER GENERATION AND DISTRIBUTION COMPANY LTD ,80403729609.0,138.7,0.5072463768115859,4871.0,0.03689762971929463,6.896620307986057,20.1113,4.32588320115357,Utilities
DSEBD:BERGERPBL,BERGERPBL,BERGER PAINTS BANGLADESH LTD,76129020809.0,1555.0,0.45219638242894056,30.0,0.002967770017608769,21.499013534009226,72.3289,3.38644133393537,Process industries
DSEBD:ISLAMIBANK,ISLAMIBANK,ISLAMI BANK BANGLADESH PLC,73093575723.0,45.9,0.657894736842099,26437.0,0.024341220882055058,,,2.20264317180617,Finance
DSEBD:LHB,LHB,LAFARGEHOLCIM BANGLADESH PLC ,66778978271.0,56.6,0.8912655971479502,21064.0,0.015884790923528073,17.54385964912281,3.2262,6.60869565217391,Non-energy minerals
DSEBD:RENATA,RENATA,RENATA PLC,57417066125.0,498.9,0.9101941747572817,475.0,0.0056163301598111965,20.335874128724573,24.533,1.83779464642429,Health technology
DSEBD:BXPHARMA,BXPHARMA,BEXIMCO PHARMACEUTICALS LTD ,52061279666.0,114.8,1.1453744493392046,32697.0,0.02749841386033768,8.060665636848757,14.242,3.42759211653813,Health technology
DSEBD:UNILEVERCL,UNILEVERCL,UNILEVER CONSUMER CARE LTD,48334208050.0,2483.0,-0.7514589495563267,110.0,0.21313698895562813,,,2.07361327112494,Health technology
DSEBD:DUTCHBANGL,DUTCHBANGL,DUTCH-BANGLA BANK PLC,43018199432.0,43.4,0.23094688221709336,40689.0,0.09384953305884342,11.181532436749626,3.8814,1.85718202247191,Finance
DSEBD:ICB,ICB,INVESTMENT CORPORATION OF BANGLADESH I.C.B.,41628427734.0,48.9,0.0,405.0,0.0020463061395247315,202.14964861513022,0.2419,0.416666666666667,Finance
DSEBD:EBL,EBL,EASTERN BANK PLC,40852822484.0,25.8,1.1764705882352968,4985.0,0.001888707574645626,5.9724987267929075,4.3198,5.817821484375,Finance
DSEBD:PUBALIBANK,PUBALIBANK,PUBALI BANK PLC,39043044434.0,29.3,-2.333333333333331,979324.0,0.4968305191454907,4.116266981357385,7.1181,3.29218,Finance
DSEBD:CITYBANK,CITYBANK,CITY BANK PLC,36357209234.0,23.7,0.423728813559313,281712.0,0.02019857964504541,3.292581272575715,7.198,4.649,Finance
DSEBD:OLYMPIC,OLYMPIC,OLYMPIC INDUSTRIES PLC.,33689700149.999996,165.9,0.7897934386391321,17128.0,0.035871344015152754,17.91460596505626,9.2606,0.593471810089021,Consumer non-durables
DSEBD:MJLBD,MJLBD,MJL BANGLADESH PLC,32055305955.0,98.4,0.7164790174002076,1468.0,0.0026545867298511353,9.60299800913456,10.2468,5.13833992094862,Process industries
DSEBD:PRIMEBANK,PRIMEBANK,PRIME BANK PLC,31684121844.0,27.6,0.3636363636363688,242.0,8.163372425430038e-05,3.8543717792953203,7.1607,6.25390842490843,Finance
DSEBD:POWERGRID,POWERGRID,POWER GRID COMPANY OF BANGLADESH LTD,30155631226.0,33.6,0.9009009009009137,12.0,3.9490077788871566e-05,,-7.6473,0.0,Utilities
